NO,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROI
1045,진양폴리,5510,하락60,-1.08%,500,551,10000,0.25,135020,15.79,11.61
1046,현대건설우,52200,상승100,+0.19%,5000,551,1055,4.94,1111,14.35,N/A
1047,히어로즈 종합채권(AA-이상)액티브,99955,0,0.00%,0,550,550,0.00,0,N/A,N/A
1048,한국전자홀딩스,1174,하락10,-0.84%,500,549,46803,4.18,40321,3.39,12.01
1049,세원이앤씨,254,0,0.00%,500,548,215901,5.00,0,-0.51,-51.17
1050,KBSTAR 대형고배당10TR,15410,하락85,-0.55%,0,547,3550,0.00,34,N/A,N/A
1051,TIGER 코스닥150선물인버스,4080,상승65,+1.62%,0,547,13400,0.27,218269,N/A,N/A
1052,원림,23600,상승300,+1.29%,5000,542,2298,2.38,3460,7.53,6.53
1053,평화홀딩스,3700,상승75,+2.07%,500,541,14625,15.50,20969,-3.85,-14.93
1054,ACE 미국30년국채액티브(H),9830,상승5,+0.05%,0,541,5500,0.00,88810,N/A,N/A
1055,선도전기,3000,0,0.00%,500,540,18000,5.49,0,-2.71,-28.99
1056,KB 인버스 천연가스 선물 ETN,11955,상승560,+4.91%,0,538,4500,0.00,8910,N/A,N/A
1057,TIGER KEDI혁신기업ESG30,10440,하락60,-0.57%,0,538,5150,4.56,8959,N/A,N/A
1058,롯데칠성우,69300,0,0.00%,500,537,775,7.48,57,5.43,N/A
1059,KODEX Fn성장,14520,하락95,-0.65%,0,537,3700,0.00,8720,N/A,N/A
1060,KODEX 200미국채혼합,12415,상승5,+0.04%,0,536,4320,0.32,2211,N/A,N/A
1061,진양화학,3355,하락50,-1.47%,500,530,15800,0.75,19908,-41.94,-3.70
1062,대림통상,3475,하락50,-1.42%,1000,529,15225,0.78,4990,13.96,4.87
1063,HANARO 32-10 국고채액티브,52905,하락145,-0.27%,0,529,1000,0.11,2695,N/A,N/A
1064,미래에셋 레버리지 코스피200 선물 ETN,26170,하락345,-1.30%,0,523,2000,0.00,8204,N/A,N/A
1065,KODEX 미국달러SOFR금리액티브(합성),10240,상승20,+0.20%,0,522,5100,0.00,33397,N/A,N/A
1066,TIGER 미국나스닥100커버드콜(합성),10030,상승30,+0.30%,0,522,5200,0.45,17521,N/A,N/A
1067,동일제강,2550,하락35,-1.35%,500,518,20300,2.76,26850,15.45,2.15
1068,키움 코스피 200 ETN,10335,0,0.00%,0,517,5000,0.00,0,N/A,N/A
1069,DL이앤씨2우(전환),24450,상승200,+0.82%,5000,516,2112,5.34,543,2.54,N/A
1070,TRUE 인버스 2X 나스닥 100 ETN,1720,하락5,-0.29%,0,516,30000,0.04,51914,N/A,N/A
1071,KODEX WTI원유선물인버스(H),4765,상승95,+2.03%,0,516,10825,1.16,282808,N/A,N/A
1072,DL우,30200,하락50,-0.17%,5000,509,1686,6.85,242,11.27,N/A
1073,ARIRANG ESG가치주액티브,8130,0,0.00%,0,508,6250,0.00,0,N/A,N/A
1074,KODEX 차이나H,16750,하락50,-0.30%,0,502,3000,27.28,594,N/A,N/A
1075,KODEX 헬스케어,12255,하락85,-0.69%,0,502,4100,0.00,25698,N/A,N/A
1076,남양유업우,299500,상승2000,+0.67%,5000,499,167,51.56,1,-3.39,N/A
1077,HANARO Fn K-뉴딜디지털플러스,9820,0,0.00%,0,496,5050,0.00,660,N/A,N/A
1078,페이퍼코리아,1037,하락4,-0.38%,500,493,47567,0.69,16334,-25.93,-3.42
1079,미래아이앤지,350,0,0.00%,100,488,139418,3.17,0,-15.22,N/A
1080,SJM홀딩스,3265,하락20,-0.61%,500,488,14934,5.69,10361,28.39,1.15
1081,세기상사,8770,하락80,-0.90%,500,488,5559,1.71,5002,-33.09,-5.63
1082,케이탑리츠,1013,하락4,-0.39%,1000,487,48061,15.06,18670,4.85,11.11
1083,QV 레버리지 S&P500 ETN,24165,상승95,+0.39%,0,483,2000,0.00,2,N/A,N/A
1084,KODEX K-신재생에너지액티브,14830,하락170,-1.13%,0,482,3250,2.65,19954,N/A,N/A
1085,키움 코스닥 150 ETN,12000,0,0.00%,0,480,4000,0.00,0,N/A,N/A
1086,TIGER 테슬라채권혼합Fn,10100,하락225,-2.18%,0,480,4750,0.00,123270,N/A,N/A
1087,TIGER 글로벌BBIG액티브,10270,0,0.00%,0,479,4660,0.00,1967,N/A,N/A
1088,청호ICT,2490,0,0.00%,500,477,19162,1.51,0,-9.69,-20.57
1089,삼성 블룸버그 인버스 2X WTI원유 선물 ETN,19080,상승760,+4.15%,0,477,2500,0.00,35588,N/A,N/A
1090,우진아이엔에스,6230,하락30,-0.48%,500,475,7622,2.11,1498,-14.29,-3.49
1091,삼성 코스닥 150 ETN,9450,하락115,-1.20%,0,472,5000,0.00,2,N/A,N/A
1092,KODEX 코스피TR,12430,하락20,-0.16%,0,472,3800,0.00,408,N/A,N/A
1093,TIGER 인버스,5110,상승10,+0.20%,0,470,9200,7.54,126863,N/A,N/A
1094,TIGER 글로벌클라우드컴퓨팅INDXX,8345,하락20,-0.24%,0,464,5560,0.86,440,N/A,N/A
1095,ACE 글로벌반도체TOP4 Plus SOLACTIVE,12360,하락85,-0.68%,0,464,3750,0.00,7144,N/A,N/A
1096,ACE 인도네시아MSCI(합성),11240,하락30,-0.27%,0,461,4100,0.01,2099,N/A,N/A
1097,KODEX 아시아달러채권SRI플러스액티브,51050,0,0.00%,0,459,900,0.00,102,N/A,N/A
1098,KODEX K-로봇액티브,12760,하락120,-0.93%,0,459,3600,0.00,109791,N/A,N/A
1099,ACE 단기채권알파액티브,102465,상승10,+0.01%,0,458,447,0.00,57,N/A,N/A
1100,에셋플러스 글로벌플랫폼액티브,6090,하락30,-0.49%,0,457,7500,0.14,1592,N/A,N/A
1101,호텔신라우,60600,하락500,-0.82%,5000,456,752,2.03,677,-48.33,N/A
1102,KODEX 차이나과창판STAR50(합성),8855,하락45,-0.51%,0,452,5100,0.00,123,N/A,N/A
1103,바다로19호,2970,0,0.00%,5000,451,15200,0.91,7453,3.99,24.64
1104,KODEX 미국S&P500배당귀족커버드콜(합성 H),9200,상승30,+0.33%,0,451,4900,0.23,10273,N/A,N/A
1105,태원물산,5920,하락20,-0.34%,500,450,7600,2.44,3956,-33.07,-4.47
1106,TIGER 레버리지,15965,하락60,-0.37%,0,447,2800,5.19,5556,N/A,N/A
1107,SOL 미국S&P500,11450,상승35,+0.31%,0,447,3900,0.05,10369,N/A,N/A
1108,SOL 국고채10년,104420,하락300,-0.29%,0,446,427,0.23,1368,N/A,N/A
1109,WISCOM,2900,상승30,+1.05%,500,444,15326,1.08,8457,-5.99,-6.38
1110,삼성 레버리지 은 선물 ETN(H),14795,상승470,+3.28%,0,444,3000,0.00,1969,N/A,N/A
1111,미래에셋 인버스 2X 원유선물혼합 ETN(H),17620,상승670,+3.95%,0,440,2500,0.00,5608,N/A,N/A
1112,동원금속,940,하락6,-0.63%,500,439,46755,3.28,74802,2.22,48.51
1113,DL이앤씨우,20500,하락100,-0.49%,5000,433,2114,5.32,674,2.13,N/A
1114,파워 200,34325,하락20,-0.06%,0,429,1250,0.00,5,N/A,N/A
1115,주연테크,721,상승18,+2.56%,200,427,59199,2.50,148357,-7.59,-12.91
1116,TRUE 코스피 200 ETN,8530,하락30,-0.35%,0,426,5000,0.00,2,N/A,N/A
1117,삼성 코스피 200 ETN,8515,하락55,-0.64%,0,426,5000,0.00,2,N/A,N/A
1118,세우글로벌,1481,하락31,-2.05%,500,425,28705,4.15,116288,27.94,3.39
1119,삼성 미국 대형 성장주 ETN,21215,0,0.00%,0,424,2000,0.00,0,N/A,N/A
1120,에넥스,703,하락1,-0.14%,500,422,59992,0.98,24988,-1.80,-42.38
1121,동양고속,14560,0,0.00%,5000,422,2896,0.32,310,-3.30,-16.07
1122,유화증권우,2400,0,0.00%,1000,419,17476,0.00,0,42.11,N/A
1123,SOL KIS단기통안채,103295,상승40,+0.04%,0,419,406,0.00,1,N/A,N/A
1124,TIGER 퓨처모빌리티액티브,10985,하락125,-1.13%,0,419,3810,0.32,2016,N/A,N/A
1125,신한 레버리지 금 선물 ETN,20885,하락30,-0.14%,0,418,2000,0.00,346,N/A,N/A
1126,한국주강,3690,하락170,-4.40%,500,417,11309,3.65,72345,24.28,5.95
1127,TIGER 미국나스닥바이오,20640,상승185,+0.90%,0,417,2020,0.00,3492,N/A,N/A
1128,미래에셋 원자재 선물 ETN(H),13790,0,0.00%,0,414,3000,0.00,0,N/A,N/A
1129,ACE 삼성그룹섹터가중,15890,하락10,-0.06%,0,413,2600,0.02,28,N/A,N/A
1130,비비안,1386,하락29,-2.05%,500,413,29794,1.94,38887,-5.13,-8.06
1131,형지엘리트,1324,상승99,+8.08%,500,412,31155,0.86,2267787,6.10,12.63
1132,참엔지니어링,700,하락7,-0.99%,500,412,58867,2.74,126703,-19.44,-2.71
1133,윌비스,612,하락5,-0.81%,1000,411,67236,3.38,23515,-4.40,-9.03
1134,KOSEF 통안채1년,102805,0,0.00%,0,411,400,0.00,0,N/A,N/A
1135,TBH글로벌,1952,하락33,-1.66%,500,407,20857,4.30,26553,8.27,N/A
1136,KODEX 증권,6410,상승5,+0.08%,0,407,6350,0.46,17937,N/A,N/A
1137,TIGER KRX인터넷K-뉴딜,4170,0,0.00%,0,404,9700,0.01,7918,N/A,N/A
1138,KODEX 미국달러선물인버스,8565,하락20,-0.23%,0,399,4660,0.35,22160,N/A,N/A
1139,TIGER 미국나스닥100TR(H),10935,상승15,+0.14%,0,399,3650,1.19,6162,N/A,N/A
1140,경인전자,25300,하락800,-3.07%,5000,397,1571,11.35,11996,14.68,4.38
1141,동원수산,8530,하락140,-1.61%,5000,397,4654,4.57,32402,6.42,10.36
1142,SHD,32550,하락1050,-3.12%,5000,395,1215,1.04,5721,3.66,23.51
1143,SK디스커버리우,29100,0,0.00%,5000,395,1358,0.93,230,1.39,N/A
1144,미래에셋 KRX금현물 Auto-KO-C 2312-01 ETN,12850,상승25,+0.19%,0,386,3000,0.00,1114,N/A,N/A
1145,진도,3090,하락40,-1.28%,500,385,12448,2.66,36373,8.42,4.46
1146,TRUE 코스피 양매도 3% OTM ETN,7685,0,0.00%,0,384,5000,0.00,0,N/A,N/A
1147,TRUE 블룸버그 인버스 2X WTI원유 선물 ETN,19110,상승795,+4.34%,0,382,2000,0.00,28701,N/A,N/A
1148,KODEX 철강,10045,하락35,-0.35%,0,380,3780,0.15,18596,N/A,N/A
1149,KB 레버리지 S&P 500 선물 ETN(H),9460,하락25,-0.26%,0,378,4000,0.00,102,N/A,N/A
1150,SUN&L,2980,상승5,+0.17%,1000,376,12608,0.50,1229,-2.06,-11.08
1151,KODEX 차이나심천ChiNext(합성),10845,상승10,+0.09%,0,375,3459,1.51,2549,N/A,N/A
1152,KBSTAR 게임테마,11135,하락165,-1.46%,0,373,3350,0.08,2349,N/A,N/A
1153,삼성 미국 대형 성장주 ETN(H),18485,0,0.00%,0,370,2000,0.00,0,N/A,N/A
1154,대신 레버리지 코스닥 150 선물 ETN,36940,0,0.00%,0,369,1000,0.00,0,N/A,N/A
1155,SOL 200 Top10,8585,하락70,-0.81%,0,369,4300,2.12,44,N/A,N/A
1156,한화갤러리아우,12700,상승100,+0.79%,500,369,2904,2.67,95972,N/A,N/A
1157,세방우,9990,상승40,+0.40%,500,369,3689,12.04,374,2.18,N/A
1158,카프로,917,하락59,-6.05%,500,367,40000,3.09,1084747,-0.20,-244.03
1159,두산퓨얼셀2우B,12270,하락40,-0.32%,100,366,2986,0.31,180,261.06,N/A
1160,삼성 미국 대형 가치주 ETN,18300,0,0.00%,0,366,2000,0.00,0,N/A,N/A
1161,신한 레버리지 S&P500 선물 ETN,18270,상승80,+0.44%,0,365,2000,0.00,144,N/A,N/A
1162,제이준코스메틱,8110,하락110,-1.34%,500,364,4485,0.64,6520,-1.44,-42.29
1163,KODEX 미국달러선물레버리지,12680,상승30,+0.24%,0,363,2860,0.00,32619,N/A,N/A
1164,신한 구리 선물 ETN(H),17995,0,0.00%,0,360,2000,0.00,0,N/A,N/A
1165,하나 레버리지 코스닥150 선물 ETN,35920,하락1365,-3.66%,0,359,1000,0.00,11188,N/A,N/A
1166,삼성 레버리지 China A50 선물 ETN(H),35920,0,0.00%,0,359,1000,0.00,0,N/A,N/A
1167,삼성 레버리지 나스닥 100 ETN(H),8945,상승30,+0.34%,0,358,4000,0.00,248,N/A,N/A
1168,TRUE 레버리지 코스닥 150 선물 ETN,35770,하락1225,-3.31%,0,358,1000,0.00,2472,N/A,N/A
1169,삼성 레버리지 코스닥150 선물 ETN,35715,하락1145,-3.11%,0,357,1000,0.00,5401,N/A,N/A
1170,KODEX IT,17835,하락110,-0.61%,0,357,2000,0.00,525,N/A,N/A
1171,삼화전자,2945,하락65,-2.16%,1000,356,12103,4.48,9525,-5.33,-45.31
1172,부산주공,486,0,0.00%,500,354,72929,4.72,0,-4.08,-35.10
1173,KODEX KRX기후변화솔루션,12630,하락75,-0.59%,0,354,2800,0.00,363,N/A,N/A
1174,신풍,1010,상승2,+0.20%,500,353,34959,0.87,16471,-4.68,-8.89
1175,대교우B,1804,하락1,-0.06%,500,350,19427,2.93,5786,-1.40,N/A
1176,KOSEF 미국달러선물,14300,상승25,+0.18%,0,349,2440,0.37,119,N/A,N/A
1177,KODEX 미국배당프리미엄액티브,10250,상승20,+0.20%,0,348,3400,0.22,50411,N/A,N/A
1178,TIGER 탄소효율그린뉴딜,8485,하락25,-0.29%,0,348,4100,0.03,1494,N/A,N/A
1179,KB 천연가스 선물 ETN(H),6945,하락370,-5.06%,0,347,5000,0.00,82854,N/A,N/A
1180,유안타증권우,2660,0,0.00%,5000,343,12912,0.37,3644,12.55,N/A
1181,QV S&P500 버퍼10% 9월 ETN,11425,0,0.00%,0,343,3000,0.00,0,N/A,N/A
1182,TIGER 차이나클린에너지SOLACTIVE,8275,하락10,-0.12%,0,341,4120,0.57,1508,N/A,N/A
1183,QV 코스피 200 ETN,34020,하락280,-0.82%,0,340,1000,0.00,2,N/A,N/A
1184,TIGER 미국S&P500배당귀족,10460,상승50,+0.48%,0,340,3250,2.04,11668,N/A,N/A
1185,대신 인버스 2X 알루미늄 선물 ETN(H),33930,0,0.00%,0,339,1000,0.00,0,N/A,N/A
1186,성문전자,1741,하락13,-0.74%,500,339,19487,1.60,12915,17.07,6.56
1187,하나 레버리지 콩 선물 ETN(H),33860,0,0.00%,0,339,1000,0.00,0,N/A,N/A
1188,대신343 K200,33835,하락265,-0.78%,0,338,1000,0.00,10,N/A,N/A
1189,QV S&P500 VIX S/T 선물 ETN D,16905,상승110,+0.65%,0,338,2000,0.00,1,N/A,N/A
1190,삼성 블룸버그 레버리지 WTI원유 선물 ETN,13490,하락550,-3.92%,0,337,2500,0.00,428,N/A,N/A
1191,삼성 레버리지 금 선물 ETN(H),33705,상승185,+0.55%,0,337,1000,0.00,582,N/A,N/A
1192,QV 블룸버그 -2X 천연가스 선물 ETN(H),67360,상승6445,+10.58%,0,337,500,0.00,18,N/A,N/A
1193,HANARO 200선물레버리지,18115,하락90,-0.49%,0,335,1850,0.00,25,N/A,N/A
1194,한성기업,5340,하락60,-1.11%,5000,332,6210,2.44,10118,23.42,2.92
1195,HANARO 단기채권액티브,102885,0,0.00%,0,331,322,0.00,0,N/A,N/A
1196,KODEX 유럽탄소배출권선물ICE(H),14425,하락60,-0.41%,0,330,2290,1.13,3611,N/A,N/A
1197,BYC우,152900,상승1300,+0.86%,5000,329,215,0.00,3,3.64,N/A
1198,KB 레버리지 나스닥 100 ETN,10920,상승55,+0.51%,0,328,3000,0.00,269,N/A,N/A
1199,KODEX 미디어&엔터테인먼트,13620,하락110,-0.80%,0,327,2400,0.00,7815,N/A,N/A
1200,KOSEF 국고채3년,108665,하락90,-0.08%,0,326,300,0.02,4,N/A,N/A
1201,모두투어리츠,4150,하락190,-4.38%,5000,325,7827,0.28,21183,3.09,N/A
1202,신한 레버리지 다우존스지수 선물 ETN(H),32350,하락85,-0.26%,0,324,1000,0.00,1,N/A,N/A
1203,KODEX 200ESG,12415,하락85,-0.68%,0,323,2600,0.00,136,N/A,N/A
1204,미래에셋 중국 심천 100 ETN,16130,하락60,-0.37%,0,323,2000,0.00,2,N/A,N/A
1205,대한항공우,28850,상승100,+0.35%,5000,320,1111,1.22,684,6.01,N/A
1206,롯데지주우,39750,하락250,-0.62%,200,320,806,0.34,28,24.63,N/A
1207,삼성 미국 대형 가치주 ETN(H),16010,0,0.00%,0,320,2000,0.00,0,N/A,N/A
1208,TIGER 미국나스닥100레버리지(합성),9400,상승65,+0.70%,0,320,3400,1.10,43617,N/A,N/A
1209,KOSEF 릭소글로벌퓨처모빌리티MSCI,9400,0,0.00%,0,320,3400,0.00,43,N/A,N/A
1210,삼성 China A50 선물 ETN(H),15945,0,0.00%,0,319,2000,0.00,0,N/A,N/A
1211,미래에셋 에너지화학 Core5 ETN,15920,0,0.00%,0,318,2000,0.00,0,N/A,N/A
1212,KODEX 차이나A50,19705,하락120,-0.61%,0,315,1600,0.00,71,N/A,N/A
1213,이스타코,734,하락2,-0.27%,500,315,42852,1.09,14050,-6.27,-10.50
1214,HANARO Fn전기&수소차,9975,하락50,-0.50%,0,314,3150,0.00,3376,N/A,N/A
1215,TIGER 원유선물Enhanced(H),4355,하락80,-1.80%,0,314,7200,0.19,36376,N/A,N/A
1216,TIGER 리츠부동산인프라채권TR KIS,4785,상승10,+0.21%,0,313,6550,0.00,496,N/A,N/A
1217,금호전기,946,하락9,-0.94%,500,313,33113,1.49,28723,-1.37,-61.11
1218,메리츠 3X 레버리지 국채30년 ETN,51975,하락700,-1.33%,0,312,600,1.19,4440,N/A,N/A
1219,TIGER 200 헬스케어,16945,하락5,-0.03%,0,312,1840,0.05,5898,N/A,N/A
1220,TIGER S&P글로벌헬스케어(합성),20505,상승25,+0.12%,0,312,1520,0.00,550,N/A,N/A
1221,TIGER KRX기후변화솔루션,12700,하락70,-0.55%,0,311,2450,0.00,1215,N/A,N/A
1222,미래에셋 레버리지 옥수수 선물 ETN,30920,0,0.00%,0,309,1000,0.00,0,N/A,N/A
1223,KBSTAR 국채선물5년추종인버스,54035,상승80,+0.15%,0,308,570,0.00,1,N/A,N/A
1224,TIGER 골드선물(H),13935,상승35,+0.25%,0,307,2200,0.26,9460,N/A,N/A
1225,TIGER 삼성그룹펀더멘털,11125,0,0.00%,0,305,2740,0.08,106,N/A,N/A
1226,TIGER Fn신재생에너지,10855,하락90,-0.82%,0,304,2800,0.21,15917,N/A,N/A
1227,KBSTAR 중장기국공채액티브,101540,상승90,+0.09%,0,304,299,0.00,1,N/A,N/A
1228,KBSTAR 국고채3년선물인버스,105415,상승100,+0.09%,0,304,288,0.00,1,N/A,N/A
1229,TIGER 200IT레버리지,37880,하락405,-1.06%,0,303,800,0.00,2578,N/A,N/A
1230,한솔PNS,1475,하락15,-1.01%,500,302,20493,1.77,26547,16.03,4.02
1231,삼성 인버스 2X 나스닥 100 ETN(H),6000,하락25,-0.41%,0,300,5000,0.00,18193,N/A,N/A
1232,신한 금 선물 ETN(H),14930,상승40,+0.27%,0,299,2000,0.00,14418,N/A,N/A
1233,ACE 200TR,21240,하락30,-0.14%,0,297,1400,100.00,58,N/A,N/A
1234,ARIRANG 미국장기우량회사채,88490,상승10,+0.01%,0,296,335,0.00,84,N/A,N/A
1235,삼성 KRX 금현물 ETN,14805,상승15,+0.10%,0,296,2000,0.00,2,N/A,N/A
1236,KBSTAR 내수주플러스,8265,하락25,-0.30%,0,294,3560,0.00,9,N/A,N/A
1237,TIGER 미국달러선물인버스2X,6655,하락30,-0.45%,0,293,4400,0.00,8554,N/A,N/A
1238,KODEX K-미래차액티브,10085,하락120,-1.18%,0,292,2900,0.18,2171,N/A,N/A
1239,SOL 미국S&P500ESG,10780,상승5,+0.05%,0,291,2700,0.00,1032,N/A,N/A
1240,미래에셋 인버스 2X 코스피200 선물 ETN,14535,상승75,+0.52%,0,291,2000,0.00,19200,N/A,N/A
1241,KBSTAR 배터리 리사이클링iSelect,16180,하락195,-1.19%,0,288,1780,0.21,17295,N/A,N/A
1242,KODEX KRX300,15995,하락60,-0.37%,0,288,1800,0.06,11,N/A,N/A
1243,KODEX 미국채10년선물,11510,상승10,+0.09%,0,288,2500,0.50,8366,N/A,N/A
1244,신한 콩 선물 ETN(H),14380,0,0.00%,0,288,2000,0.00,0,N/A,N/A
1245,미래에셋 원유선물혼합 ETN(H),28395,0,0.00%,0,284,1000,0.00,0,N/A,N/A
1246,신한 레버리지 미국달러 선물 ETN,14185,상승145,+1.03%,0,284,2000,0.00,11,N/A,N/A
1247,녹십자홀딩스2우,33450,상승450,+1.36%,500,283,846,0.06,14,50.45,N/A
1248,KODEX 200IT TR,11750,하락55,-0.47%,0,282,2400,0.01,11,N/A,N/A
1249,체시스,880,하락8,-0.90%,500,282,32000,0.74,14469,-5.00,-15.16
1250,KODEX 고배당,9650,하락20,-0.21%,0,280,2900,0.23,758,N/A,N/A
1251,코오롱모빌리티그룹우,11390,하락50,-0.44%,500,280,2456,0.27,1118,N/A,N/A
1252,ARIRANG K방산Fn,12140,상승355,+3.01%,0,279,2300,0.04,143655,N/A,N/A
1253,ACE 국고채3년,102940,하락125,-0.12%,0,278,270,0.00,3,N/A,N/A
1254,KODEX 미국S&P500에너지(합성),13330,하락30,-0.22%,0,278,2084,0.03,4627,N/A,N/A
1255,TIGER 200TR,18510,하락40,-0.22%,0,278,1500,0.01,2510,N/A,N/A
1256,KODEX 200롱코스닥150숏선물,8935,상승120,+1.36%,0,277,3100,0.03,17503,N/A,N/A
1257,하나 레버리지 옥수수 선물 ETN(H),27465,0,0.00%,0,275,1000,0.00,0,N/A,N/A
1258,신한 은 선물 ETN(H),13720,상승210,+1.55%,0,274,2000,0.00,121,N/A,N/A
1259,KODEX 탄소효율그린뉴딜,8525,0,0.00%,0,273,3200,0.00,1,N/A,N/A
1260,SOL 글로벌탄소배출권선물IHS(합성),13580,하락35,-0.26%,0,272,2000,0.14,1947,N/A,N/A
1261,ACE 미국친환경그린테마INDXX,10025,하락70,-0.69%,0,271,2700,0.00,158,N/A,N/A
1262,TRUE 블룸버그 레버리지 WTI원유 선물 ETN,13510,하락550,-3.91%,0,270,2000,0.00,32,N/A,N/A
1263,한국ANKOR유전,384,하락7,-1.79%,0,269,70020,0.00,15891901,N/A,N/A
1264,ARIRANG 미국나스닥테크,21500,하락30,-0.14%,0,269,1250,0.00,327,N/A,N/A
1265,하나 Solactive 2X US Tech Top 10 ETN(H),26780,0,0.00%,0,268,1000,0.00,0,N/A,N/A
1266,KODEX S&P글로벌인프라(합성),14755,상승175,+1.20%,0,265,1796,0.00,4029,N/A,N/A
1267,KBSTAR 200선물인버스2X,2615,상승5,+0.19%,0,264,10100,1.25,40919,N/A,N/A
1268,KBSTAR 국채선물10년,51380,하락75,-0.15%,0,264,514,0.00,3,N/A,N/A
1269,삼성 레버리지 코스피200 선물 ETN,26370,하락90,-0.34%,0,264,1000,0.00,522,N/A,N/A
1270,신한 레버리지 코스피 200 선물 ETN,26175,하락250,-0.95%,0,262,1000,0.00,2,N/A,N/A
1271,신한 브렌트원유 선물 ETN(H),12970,하락285,-2.15%,0,259,2000,0.00,22,N/A,N/A
1272,메리츠 미국채10년 ETN(H),8575,상승10,+0.12%,0,257,3000,0.00,1,N/A,N/A
1273,TRUE 레버리지 금 선물 ETN,25665,상승70,+0.27%,0,257,1000,0.00,2,N/A,N/A
1274,TRUE 인버스 2X 베트남 VN30 선물 ETN(H),25490,상승230,+0.91%,0,255,1000,0.00,425,N/A,N/A
1275,한화투자증권우,5300,하락30,-0.56%,5000,254,4800,0.52,815,-21.20,N/A
1276,TRUE 블룸버그 레버리지 천연가스 선물 ETN,1265,하락140,-9.96%,0,253,20000,0.00,137659,N/A,N/A
1277,TIGER 글로벌멀티에셋TIF액티브,9680,하락20,-0.21%,0,252,2600,0.00,462,N/A,N/A
1278,ARIRANG 미국단기우량회사채,109225,0,0.00%,0,251,230,0.00,0,N/A,N/A
1279,대신 레버리지 KRX 금현물 ETN,25025,상승150,+0.60%,0,250,1000,0.00,5,N/A,N/A
1280,ACE ESG액티브,7580,0,0.00%,0,250,3300,0.00,0,N/A,N/A
1281,TIGER 구리실물,10640,하락25,-0.23%,0,250,2350,0.00,477,N/A,N/A
1282,메리츠 레버리지 대표 농산물 선물 ETN(H),24680,0,0.00%,0,247,1000,0.00,0,N/A,N/A
1283,KBSTAR 국고채3년,108900,하락90,-0.08%,0,245,225,0.00,2,N/A,N/A
1284,KODEX 아시아반도체공급망exChina액티브,10600,하락5,-0.05%,0,244,2300,0.00,1017,N/A,N/A
1285,TRUE 레버리지 플래티넘 선물 ETN,24355,상승935,+3.99%,0,244,1000,0.00,58,N/A,N/A
1286,TIGER MKF배당귀족,11520,하락60,-0.52%,0,242,2100,0.00,564,N/A,N/A
1287,TIGER 인도니프티50레버리지(합성),24000,하락540,-2.20%,0,240,1000,0.00,848,N/A,N/A
1288,하이트론,2470,0,0.00%,500,237,9611,0.68,0,-3.08,-45.71
1289,신한 인버스 2X 코스닥 150 선물 ETN,9485,상승265,+2.87%,0,237,2500,0.00,39047,N/A,N/A
1290,신한 옥수수 선물 ETN(H),11775,하락95,-0.80%,0,236,2000,0.00,8,N/A,N/A
1291,하나 Solactive US Tech Top 10 ETN(H),11770,0,0.00%,0,235,2000,0.00,0,N/A,N/A
1292,삼성 인버스 0.5X S&P500 VIX S/T선물 ETN,23405,상승145,+0.62%,0,234,1000,0.00,1,N/A,N/A
1293,KODEX 미국러셀2000(H),11410,하락20,-0.17%,0,234,2050,0.00,265,N/A,N/A
1294,TRUE 인버스 0.5X S&P500 VIX S/T 선물 ETN,23280,0,0.00%,0,233,1000,0.00,0,N/A,N/A
1295,미래에셋 Q150 Core5 ETN,11620,0,0.00%,0,232,2000,0.00,0,N/A,N/A
1296,메리츠 레버리지 인플레이션 국채 ETN,11610,0,0.00%,0,232,2000,0.00,0,N/A,N/A
1297,TIGER 차이나반도체FACTSET,7590,하락30,-0.39%,0,231,3040,1.12,1289,N/A,N/A
1298,HANARO Fn K-POP&미디어,9545,하락170,-1.75%,0,229,2400,0.05,12092,N/A,N/A
1299,TIGER KRX2차전지K-뉴딜레버리지,12360,하락45,-0.36%,0,229,1850,3.62,75439,N/A,N/A
1300,WOORI 대한민국국고채액티브,51475,하락185,-0.36%,0,228,442,0.00,313,N/A,N/A
1301,QV 인버스 미국 IT TOP5 ETN(H),11320,0,0.00%,0,226,2000,0.00,0,N/A,N/A
1302,KODEX TRF5050,12565,상승30,+0.24%,0,226,1800,0.00,131,N/A,N/A
1303,신한 인버스 코스피 200 선물 ETN,11290,상승35,+0.31%,0,226,2000,0.00,2,N/A,N/A
1304,미래에셋 인버스 코스피200 선물 ETN,11275,상승25,+0.22%,0,226,2000,0.00,9151,N/A,N/A
1305,메리츠 레버리지 국채30년 ETN,5620,하락60,-1.06%,0,225,4000,0.00,6758,N/A,N/A
1306,하나 -0.5X S&P500 VIX S/T 선물 ETN(H),22445,0,0.00%,0,224,1000,0.00,0,N/A,N/A
1307,KODEX 코스피대형주,12465,하락5,-0.04%,0,224,1800,0.00,1436,N/A,N/A
1308,미래에셋 인버스 천연가스 선물 ETN(H),22400,상승1155,+5.44%,0,224,1000,0.00,74,N/A,N/A
1309,메리츠 인버스 천연가스 선물 ETN(H),22380,상승1085,+5.10%,0,224,1000,0.00,437,N/A,N/A
1310,QV 레버리지 금 선물 ETN(H),22355,0,0.00%,0,224,1000,0.00,0,N/A,N/A
1311,메리츠 레버리지 금 선물 ETN(H),22220,0,0.00%,0,222,1000,0.00,0,N/A,N/A
1312,HANARO 코스닥150,13715,0,0.00%,0,222,1620,0.06,0,N/A,N/A
